class,text,file
0,['i|n|d|ʌ| |a|ʈ|ʈ|aɪ|j|aɪ| |a|r|i|m|ʉ|ɡ|ʌ| |p|ʌ|ɖ|ʉ|t|t|i|j|ʌ|d|ʉ| |a|ɹ|ʌ|s|i|j|ʌ|l| |s|ʌ|r|tʃː|aɪ|ɡ|ʌ|ɭ|aɪ| |k|i|ɭ|ʌ|p|p|i|j|ʌ|d|ʉ| |i|ɹ|ʉ|p|p|i|n|ʉ|m| |t|ʌ|r|p|oː|d|ʉ| |i|d|ʉ| |m|u|s|l|i|m| |a|l|l|aː|d|oː|ɹ|aː|l|ʉ|m| |ʲ|eː|ʈ|r|ʉ|k|k|o|ɭ|ɭ|ʌ|p|p|ʌ|ʈ|ʈ|ʉ|ɭ|ɭ|ʌ|d|ʉ'],ISTL_0000202_0000019.wav
0,['i|l|ʌ|ŋ|ɡ|aɪ|j|i|n| |a|ɹ|ʌ|s|ʉ| |t|ʌ|l|aɪ|v|ʌ|r| |m|ʌ|h|i|n|d|ʌ| |ɹ|aː|s|ʌ|b|ʌ|ɡ|s|eː| |ʲ|e|d|i|r|v|ʌ|ɹ|ʉ|m| |ʲ|e|ʈ|ʈ|aː|m| |t|eː|d|i|j|ʌ|n|r|ʉ| |i|n|d|i|j|aː|v|i|r|k|ʉ| |p|ʌ|j|ʌ|ɳ|ʌ|m| |m|eː|r|k|o|ɭ|ɭ|ʌ|v|i|ɹ|ʉ|k|k|i|r|aː|r'],ISTL_0000202_0000020.wav
0,['b|iː|ɡ|aː|r| |m|aː|n|i|l|ʌ|t|t|i|l|ʉ|ɭ|ɭ|ʌ| |b|u|d|d|ʌ|ɡ|ʌ|j|aː|v|i|r|k|ʉ|m| |aː|n|d|i|ɹ|ʌ| |m|aː|n|i|l|ʌ|t|t|i|l|ʉ|ɭ|ɭ|ʌ| |t|i|ɹ|ʉ|p|p|ʌ|d|i|k|k|ʉ|m| |p|ʌ|j|ʌ|ɳ|i|k|k|ʌ| |a|v|ʌ|r| |t|i|ʈ|ʈ|ʌ|m|i|ʈ|ʈ|ʉ|ɭ|ɭ|ʌ|d|aː|ɡ|ʌ|t| |t|e|ɹ|i|ɡ|i|r|ʌ|d|ʉ'],ISTL_0000202_0000021.wav
0,['i|d|ʌ|r|k|ʉ| |ʲ|e|d|i|r|p|p|ʉ| |t|e|ɹ|i|v|i|t|t|ʉ| |t|ʌ|m|i|ɻ|ʌ|ɡ|ʌ|t|t|i|n| |m|u|k|k|i|j|ʌ| |k|ʌ|ɖ|tʃ|i|ɡ|ʌ|ɭ| |k|ʌ|ɖ|ʌ|n|d|ʌ| |s|i|l|ʌ| |n|aː|ɖ|k|ʌ|ɭ|aː|ɡ|ʌ| |a|r|i|k|k|aɪ|ɡ|ʌ|ɭ|aɪ| |v|e|ɭ|i|j|i|ʈ|ʈ|ʉ| |v|ʌ|ɹ|ʉ|ɡ|i|n|r|ʌ|n|ʌ'],ISTL_0000202_0000022.wav
0,['n|iː| ||e|n|n|ʌ| |p|eː|s|i|n|aː|j| |a|v|ʌ|n| |ʲ|e|n|n|ʌ| |b|ʌ|d|i|l| |s|o|n|n|aː|n| |ʲ|e|n|b|ʌ|d|aɪ|j|e|l|l|aː|m| |o|ɹ|ʉ| |v|aː|r|t|t|aɪ| |v|i|ɖ|aː|m|ʌ|l| |s|o|l|l|ʌ| |v|eː|ɳ|ɖ|ʉ|m| |ʲ|e|n|r|ʉ| |p|ʌ|ŋ|ɡ|ʌ|dʒ|ʌ|m| |m|uː|tʃː|ʉ| |v|i|ɖ|aː|m|ʌ|l| |p|eː|s|i| |k|o|ɳ|ɖ|eː| |v|ʌ|n|d|aː|ɭ'],ISTL_0000202_0000023.wav
0,['i|d|ʌ|r|k|i|ɖ|aɪ|j|i|l| |s|ʌ|ɲ|dʒ|ʌ|j|i|n| |v|iː|ʈ|ʈ|i|r|k|ʉ| |v|ʌ|ɹ|ʉ|m| |s|u|n|i|t|aː| |a|ŋ|ɡ|ʉ| |j|aː|d|ʌ|v| |a|ɖ|i|v|aː|ŋ|ɡ|i| |k|ʌ|ʈ|ʈ|i| |p|oː|ɖ|ʌ|p|p|ʌ|ʈ|ʈ|i|ɹ|ʉ|p|p|ʌ|d|aɪ|p| |p|aː|r|k|k|i|r|aː|ɭ'],ISTL_0000202_0000024.wav
0,['ɡ|ʌ|dʒ|i|n|i| |t|aː|n| |s|ʌ|ɲ|dʒ|ʌ|j|i|n| |i|l|ʌ|k|k|ʉ| |ʲ|e|n|b|ʌ|d|aɪ|j|ʉ|m| |a|v|ʌ|ɭ| |k|ʌ|ɳ|ɖ|ʉ|p|i|ɖ|i|k|k|i|r|aː|ɭ| |s|ʌ|ɲ|dʒ|ʌ|j| |t|aː|n| |a|n|d|ʌ| |t|o|ɖ|ʌ|r| |k|o|l|aɪ|ɡ|ʌ|ɭ|ʉ|k|k|ʉ| |s|o|n|d|ʌ|k|k|aː|ɹ|ʌ|n| |ʲ|e|n|b|ʌ|d|aɪ| |j|aː|d|ʌ|v| |k|uː|r|ʉ|ɡ|i|r|aː|r'],ISTL_0000202_0000025.wav
0,['j|aː|d|ʌ|v| |k|ʌ|ɖ|aɪ|s|i|j|i|l| |o|ɹ|ʉ| |b|ʌ|s|s|i|l| |a|ɖ|i|p|ʌ|ɖ|ʉ|ɡ|i|r|aː|n| |s|u|n|i|t|aː| |v|e|r|i| |p|i|ɖ|i|t|t|ʌ| |s|ʌ|ɲ|dʒ|ʌ|j|i|ɖ|ʌ|m| |i|ɹ|ʉ|n|d|ʉ| |m|ʌ|j|i|ɹ|i|ɻ|aɪ|j|i|l| |t|ʌ|p|p|i|k|k|i|r|aː|ɭ'],ISTL_0000202_0000026.wav
0,['ɡ|ʌ|dʒ|i|n|i| |aː|b|ʌ|t|t|i|l| |i|ɹ|ʉ|p|p|ʌ|d|aː|ɡ|ʌ| |k|ʌ|ɹ|ʉ|d|ʉ|m| |a|v|ʌ|ɭ| |s|ʌ|ɲ|dʒ|ʌ|j| |a|v|ʌ|n|aɪ| |t|eː|ɖ|i| |v|ʌ|ɹ|ʉ|v|ʌ|d|aɪ| |a|v|ʌ|n|i|ɖ|ʌ|m| |k|uː|r|ʉ|ɡ|i|r|aː|ɭ'],ISTL_0000202_0000027.wav
0,['i|v|v|aː|r|ʉ| |p|e|j|ʌ|r| |t|e|ɹ|i|n|d|ʌ| |i|l|ʌ|k|k|aː|ɡ|i| |v|i|ʈ|ʈ|ʌ| |n|i|l|aɪ|j|i|l| |s|ʌ|ɲ|dʒ|ʌ|j|aɪ| |k|o|l|v|ʌ|d|ʌ|r|k|aː|ɡ|ʌ| |a|v|ʌ|n|ʌ|d|ʉ| |v|iː|ʈ|ʈ|i|r|k|ʉ| |v|ʌ|ɹ|ʉ|ɡ|i|r|aː|n| |ɡ|ʌ|dʒ|i|n|i'],ISTL_0000202_0000028.wav
0,['i|n|i| |t|ʌ|n|n|aɪ| |a|v|ʌ|n|aː|l| |a|ɖ|aɪ|j|aː|ɭ|ʌ|m| |k|aː|ɳ|ʌ| |m|u|ɖ|i|j|aː|d|ʌ| |v|ʌ|ɡ|aɪ|j|i|l| |a|t|t|ʌ|n|aɪ| |t|ʌ|ɖ|ʌ|j|ʌ|ŋ|ɡ|ʌ|ɭ|aɪ|j|ʉ|m| |a|ɻ|i|t|t|ʉ| |v|i|ʈ|ʈ|ʌ| |t|i|ɹ|ʉ|b|t|i|j|ʉ|ɖ|ʌ|n| |a|n|d|ʌ| |i|ɖ|ʌ|t|t|aɪ| |v|i|ʈ|ʈ|ʉ| |a|ɡ|ʌ|l|ʉ|ɡ|i|r|aː|n| |ɡ|ʌ|dʒ|i|n|i'],ISTL_0000202_0000029.wav
0,['s|ɹ|iː| |k|ʌ|ɖ|oː| |t|ɡ|ʌ|dʒ|ʌ|ɹ|aː|v| |n|i|n|r|ʌ| |i|ɖ|ʌ|t|t|i|l|eː|j|eː| |n|i|n|r|aː|r| |m|ʌ|ʈ|r|o|ɹ|ʉ| |p|eː|j| |i|ɹ|ʌ|ɳ|ɖ|ʉ| |k|aɪ|j|aː|l|ʉ|m| |t|ʌ|l|aɪ|k|k|ʉ| |m|eː|l|eː| |o|ɹ|ʉ| |p|ʌ|ɻ|ʌ|m| |p|e|ʈ|ʈ|i|j|aɪ| |t|uː|k|k|i| |p|i|ɖ|i|t|t|ʉ| |k|o|ɳ|ɖ|ʉ| |v|ʌ|n|d|ʌ|d|ʉ'],ISTL_0000202_0000030.wav
0,['i|d|ʉ|v|ʉ|m| |ʲ|e|l|ʉ|m|b|ʉ| |k|uː|ʈ|ʈ|ʉ| |p|eː|j|d|aː|n| |aː|n|aː|l| |k|aː|v|i|t|t|ʉ|ɳ|i|j|i|n|aː|l| |aː|n|ʌ| |o|ɹ|ʉ| |n|iː|ɳ|ɖ|ʌ| |a|ŋ|ɡ|i|j|aɪ|k| |k|ʌ|ɻ|ʉ|t|t|i|l|i|ɹ|ʉ|n|d|ʉ| |k|aː|l| |v|ʌ|ɹ|aɪ| |p|oː|ʈ|ʈ|ʉ| |k|o|ɳ|ɖ|ʉ| |v|ʌ|n|d|ʌ|d|ʉ'],ISTL_0000202_0000031.wav
0,['m|uː|n|r|ʉ| |n|ʌ|ɳ|b|ʌ|r|ɡ|ʌ|ɭ| |o|ʈ|r|ʉ|m|aɪ|j|aː|ɡ|ʌ| |u|ɭ|ɭ|aː|r|ɡ|ʌ|ɭ| |s|i|v|aː|v|i|n| |v|iː|ʈ|ʈ|i|r|k|ʉ| |ʲ|e|d|i|ɹ|eː| |p|u|d|i|d|aː|ɡ|ʌ| |v|ʌ|ɹ|ʉ|m| |v|iː|ʈ|ʈ|i|l| |s|aʊ|m|j|aː| |u|ɭ|ɭ|aː|r'],ISTL_0000202_0000032.wav
0,['a|v|ʌ|ɹ|aɪ| |j|aː|r| |k|aː|d|ʌ|l|i|p|p|ʌ|d|ʉ| |ʲ|e|n|b|ʌ|d|i|l| |i|v|ʌ|r|ɡ|ʌ|ɭ|ʉ|k|k|ʉ|ɭ| |p|oː|ʈ|ʈ|i| |v|ʌ|ɹ|ʉ|ɡ|i|r|ʌ|d|ʉ| |j|aː|ɹ|aɪ| |s|aʊ|m|j|aː| |k|aː|d|ʌ|l|i|t|t|aː|l|ʉ|m| |m|ʌ|ʈ|r|ʌ|v|ʌ|r|ɡ|ʌ|ɭ| |a|k|k|aː|d|ʌ|l|aɪ| ||eː|ʈ|r|ʉ|k|k|o|ɭ|v|ʌ|d|ʉ| |ʲ|e|n|r|ʉ| |o|p|p|ʉ|k|k|o|ɭ|ɡ|i|r|aː|r|ɡ|ʌ|ɭ'],ISTL_0000202_0000033.wav
0,['s|i|v|aː| |s|aʊ|m|j|aː|v|i|n| |s|i|t|t|i| |k|oː|v|aɪ| |s|ʌ|ɹ|ʌ|ɭ|aː|v|i|r|k|ʉ| |u|d|ʌ|v|i| |s|aʊ|m|j|aː| |m|ʌ|n|ʌ|d|i|l| |i|ɖ|ʌ|m| |p|i|ɖ|i|k|k|ʌ| |m|u|j|ʌ|l|ʉ|ɡ|i|r|aː|r'],ISTL_0000202_0000034.wav
0,['k|ʌ|l|i|j|ʌ|p|e|ɹ|ʉ|m|aː|ɭ| |s|aʊ|m|j|aː|v|i|n| |tʃ|i|t|t|ʌ|p|p|aː|v|i|ɖ|ʌ|m| |p|aː|ʈ|ʈ|ʉ| |k|ʌ|ʈ|r|ʉ|k|k|o|ɭ|ɭ|ʉ|ɡ|i|r|eː|n| |ʲ|e|n|r|ʉ| |s|aʊ|m|j|aː|v|i|n| |v|iː|ʈ|ʈ|i|r|k|ʉ| |v|ʌ|n|d|ʉ| |a|v|ʌ|r| |m|ʌ|n|ʌ|d|i|l| |i|ɖ|ʌ|m| |p|i|ɖ|i|k|k|ʌ| |m|u|j|ʌ|l|ʉ|ɡ|i|r|aː|r'],ISTL_0000202_0000035.wav
0,['p|ʌ|v|ʌ|r| |k|u|m|aː|r| |s|aʊ|m|j|aː|v|i|n| |a|p|p|aː|v|i|ɖ|ʌ|m| |n|ʌ|ɖ|ʌ|n|ʌ|m| |k|ʌ|ʈ|r|ʉ|k|k|o|ɭ|ɭ|ʉ|ɡ|i|r|eː|n| |ʲ|e|n|r|ʉ| |s|aʊ|m|j|aː|v|i|n| |v|iː|ʈ|ʈ|i|r|k|ʉ| |v|ʌ|n|d|ʉ| |a|v|ʌ|r| |m|ʌ|n|ʌ|d|i|l| |i|ɖ|ʌ|m| |p|i|ɖ|i|k|k|ʌ| |m|u|j|ʌ|l|ʉ|ɡ|i|r|aː|r'],ISTL_0000202_0000036.wav
0,['m|uː|v|ʌ|ɹ|ʉ|m| |t|ʌ|ŋ|ɡ|ʌ|ɭ| |k|aː|d|ʌ|l|aɪ| |s|aʊ|m|j|aː|v|i|ɖ|ʌ|m| |t|e|ɹ|i|v|i|k|k|i|n|r|ʌ|n|ʌ|r| |i|d|ʌ|n|aː|l| |k|u|ɻ|ʌ|p|p|ʌ|m|ʌ|ɖ|aɪ|j|ʉ|m| |s|aʊ|m|j|aː| |t|ʌ|n| |p|ʌ|k|k|ʌ|t|t|ʉ| |v|iː|ʈ|ʈ|ʉ|k|k|aː|ɹ|ʌ| |m|aː|m|i|j|i|n| |aː|l|oː|s|ʌ|n|aɪ| |p|ʌ|ɖ|i| |t|aː|n| |n|ʌ|ɖ|i|ɡ|ʌ|r| |s|i|m|b|ʉ|v|aɪ| |k|aː|d|ʌ|l|i|p|p|ʌ|d|aː|ɡ|ʌ| |p|o|j| |s|o|l|ɡ|i|r|aː|r'],ISTL_0000202_0000037.wav
0,['s|aʊ|m|j|aː|v|i|n| |p|i|r|ʌ|n|d|ʌ|n|aː|ɭ|ʉ|k|k|ʉ| |s|i|m|b|ʉ|v|aɪ| |k|o|ɳ|ɖ|ʉ|v|ʌ|ɹ|ʌ| |m|u|j|ʌ|l|ɡ|i|r|aː|r|ɡ|ʌ|ɭ| |m|u|ɖ|i|v|i|l| |s|aʊ|m|j|aː| |s|i|v|aː|v|aɪ| |k|aː|d|ʌ|l|i|k|k|i|r|aː|r'],ISTL_0000202_0000038.wav
0,['v|ʌ|ŋ|ɡ|aː|ɭ|ʌ| |v|i|ɹ|i|ɡ|ʉ|ɖ|aː| |k|ʌ|ɖ|ʌ|r|k|ʌ|ɹ|aɪ| |oː|ɹ|ʌ|t|t|i|l| |a|m|aɪ|n|d|ʉ|ɭ|ɭ|ʌ| |tʃ|e|n|n|aɪ| |v|ʌ|ɖ|ʌ|k|i|ɻ|ʌ|k|k|ʉ| |p|ʌ|ɹ|ʉ|v|ʌ|m|ʌ|ɻ|aɪ| |k|aː|l|ʌ|t|t|i|l| |s|e|p|ʈ|ʌ|m|b|ʌ|r| |m|u|d|ʌ|l| |n|ʌ|v|ʌ|m|b|ʌ|r| |v|ʌ|ɹ|aɪ|j|i|l|aː|n|ʌ| |k|aː|l|ʌ|t|t|i|l| |a|d|i|ɡ|ʌ| |m|ʌ|ɻ|aɪ| |p|o|ɻ|i|v|aɪ|p| |p|e|r|ʉ|m'],ISTL_0000202_0000039.wav
0,['i|d|ʌ|n|aː|l| |aː|j|i|ɹ|ʌ|k|k|ʌ|ɳ|ʌ|k|k|aː|n|ʌ| |m|ʌ|k|k|ʌ|ɭ| |v|iː|ʈ|ʈ|aɪ|j|ʉ|m| |v|aː|ɻ|k|k|aɪ|j|aɪ|j|ʉ|m| |i|ɻ|ʌ|n|d|ʉ| |t|ʌ|v|i|t|t|ʌ|n|ʌ|r'],ISTL_0000202_0000040.wav
0,['k|ʌ|ɖ|ʌ|n|d|ʌ| |s|i|l|ʌ| |p|ʌ|t|t|aː|ɳ|ɖ|ʉ|ɡ|ʌ|ɭ|aː|ɡ|ʌ| |k|ʌ|ɖ|ʌ|n|ɡ|ʌ|ɭ| |p|e|ʈ|r|eː| |p|e|ɹ|ʉ|m|ʌ|k|k|ʌ|ɭ| |n|u|ɡ|ʌ|r|v|aɪ| |m|eː|r|k|o|ɳ|ɖ|ʉ|ɭ|ɭ|aː|r|ɡ|ʌ|ɭ'],ISTL_0000202_0000041.wav
0,['i|d|ʌ|n|aː|l| |t|ʌ|n|i|n|ʌ|b|ʌ|r| |k|u|ɖ|ʉ|m|b|ʌ| |n|aː|ɖ|ʉ|ɡ|ʌ|ɭ| |k|ʌ|ɖ|ʌ|n|ɡ|ʌ|ɭ| |b|uː|d|ʌ|m|aː|ɡ|ʌ| |p|e|ɹ|ʉ|ɡ|i| |u|ɭ|ɭ|ʌ|n|ʌ'],ISTL_0000202_0000042.wav
0,['i|n|d|ʌ| |k|ʌ|ɖ|ʌ|n| |a|ɻ|ʉ|t|t|ʌ|m| |p|eː|ɳ|d|ʌ|ɡ|ʉ| |p|o|ɹ|ʉ|ɭ|aː|d|aː|ɹ|ʌ| |v|ʌ|ɭ|ʌ|r|tʃː|i|k|k|ʉ| |k|e|ɖ|ʉ|d|ʌ|l|aː|ɡ|ʌ| |a|m|aɪ|n|d|ʉ|ɭ|ɭ|ʌ|d|ʉ'],ISTL_0000202_0000043.wav
0,['i|n|d|ʌ| |v|ʌ|r|ɳ|ʌ| |dʒ|aː|l|ʌ|k| |k|aː|ɖ|tʃ|i|ɡ|ʌ|ɭ|i|l| |s|i|n|d|aɪ|j|aɪ|tʃː|e|l|ʉ|t|t|i| |u|ɖ|k|aː|r|n|d|i|ɹ|ʉ|n|d|ʌ| |p|e|ɳ|ɳ|aɪ| |n|oː|k|k|i| |n|aː|n| |m|e|ɭ|ɭ|ʌ| |m|e|ɭ|ɭ|ʌ| |n|ʌ|ɖ|ʌ|n|d|ʉ| |s|e|n|r|eː|n'],ISTL_0000202_0000044.wav
0,['a|d|ʉ| |o|n|r|aɪ|j|ʉ|m| |n|aː|n| |l|ʌ|ɖ|tʃ|i|j|ʌ|m| |s|e|j|j|ʌ|v|i|l|l|aɪ| |i|ɹ|ʉ|m|b|aɪ|k| |ɡ|aː|n|d|ʌ| |i|ɻ|ʉ|k|k|ʉ|m| |ʲ|e|n|b|aː|r|ɡ|ʌ|ɭ|eː| |i|d|ʉ| |m|aː|d|i|ɹ|i| ||eː|d|oː| |o|ɹ|ʉ| |s|ʌ|ɡ|t|i| ||e|n|n|ʌ| |i|ɻ|ʉ|t|t|ʉ| |k|o|ɳ|ɖ|ʉ| |s|e|n|r|ʌ|d|ʉ'],ISTL_0000202_0000045.wav
0,['m|u|k|k|i|j|ʌ|m|aː|n|ʌ| |p|aː|ɖ|ʌ|l|aː|n|ʌ| |m|uː|ɹ|i|n| |m|aː|ɳ|ɖ|i| |m|uː|r| |ʲ|e|n|r|ʌ| |aː|l|b|ʌ|t|t|i|l|i|ɹ|ʉ|n|d|ʉ| |v|e|ɭ|i|j|i|ɖ|ʌ| |p|ʌ|ʈ|ʈ|ʌ|d|ʉ'],ISTL_0000202_0000046.wav
0,['i|t|t|i|ɹ|aɪ|p|p|ʌ|ɖ|ʌ|t|t|i|n| |p|aː|ɖ|ʌ|l|ɡ|ʌ|ɭ|i|l| |s|v|i|ɖ|tʃ|f|ʉ|ʈ|ʈ|i|n| |p|aː|ɖ|ʌ|l|aː|n|ʌ| |p|ʌ|j|ʌ|n|p|ʌ|ɖ|ʉ|t|t|ʌ| |p|ʌ|ʈ|ʈ|ʉ|ɭ|ɭ|ʌ|d|ʉ| |i|d|i|l| |m|uː|r| |p|aː|ɖ|ʉ|m| |s|oː|ɡ|ʌ|p| |p|aː|ɖ|ʌ|l|ʉ|m| |a|ɖ|ʌ|ŋ|ɡ|ʉ|m'],ISTL_0000202_0000047.wav
